pin,status,claim_class,claim_date,verdict,reason,rule,citation_count,first_citation,near_miss_strings,tax_sale_rows,scavenger_rows
30-08-409-032-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-08-409-033-0000,Associated Parcel - Pre Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-17-100-035-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-103-004-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-103-032-0000,Sold,DISPOSED,2026-03-10,SUPPORTED,,D1,1,wvhk-k5uv 2607211010 2026-02-19 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> E & G REMODELING LLC,,3,0
30-17-104-018-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-105-040-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-105-049-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-105-070-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-106-006-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-106-007-0000,Associated Parcel - Pre Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-106-046-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-17-106-049-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-106-050-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-107-012-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-107-013-0000,Demolition Phase,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
30-17-107-044-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-17-108-045-0000,Sold,DISPOSED,2022-07-06,SUPPORTED,,D1,1,wvhk-k5uv 2219249167 2022-06-03 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> LUIS E GOMEZ HERNANDEZ,,2,0
30-17-109-009-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-109-029-0000,Under Contract,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
30-17-109-030-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-109-041-0000,Demolition Phase,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
30-17-109-042-0000,Demolition Phase,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,1,0
30-17-110-046-0000,Under Contract,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
30-17-112-033-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
30-17-112-053-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-113-007-0000,Sold,DISPOSED,2023-07-18,CONTRADICTED,,D3,11,wvhk-k5uv 2320228178 2023-04-25 None -> LUCIA F.  PARRINELLO,,4,0
30-17-113-008-0000,Sold,DISPOSED,2023-07-18,CONTRADICTED,,D3,9,wvhk-k5uv 2320228178 2023-04-25 None -> LUCIA F.  PARRINELLO,,2,0
30-17-113-041-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-115-047-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-116-001-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-116-002-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-116-036-0000,Associated Parcel - Inventory,NO_CLAIM,2026-05-19,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-116-037-0000,Sold,DISPOSED,,UNSUPPORTED_NO_RECORD,,D-nodate,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,1,0
30-17-116-038-0000,Sold,DISPOSED,,UNSUPPORTED_NO_RECORD,,D-nodate,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,1,0
30-17-116-044-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-117-026-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-117-027-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-17-118-030-0000,Sold,DISPOSED,2026-01-23,SUPPORTED,,D1,1,wvhk-k5uv 2602928062 2026-01-07 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> WILLIAM HILL,,2,0
30-17-119-010-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-119-011-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-119-024-0000,Sold,DISPOSED,2022-10-07,SUPPORTED,,D1,1,wvhk-k5uv 2228546062 2022-08-30 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> PINK PANINI LLC,,1,0
30-17-119-039-0000,Under Contract,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
30-17-120-041-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-120-042-0000,Listed,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
30-17-121-026-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-123-013-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-123-025-0000,Sold,DISPOSED,2026-05-11,SUPPORTED,,D1,1,wvhk-k5uv 2613311047 2026-04-28 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CHRISTIAN  AGUILAR,,0,0
30-17-125-001-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-125-007-0000,Sold,DISPOSED,2026-05-11,SUPPORTED,,D1,1,"wvhk-k5uv 2614210001 2026-04-27 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY, AN ILLINOIS INTERGOVERNMENTAL AGENCY -> BERTHA ANTONIA  BAUTISTA DEL REAL",,1,0
30-17-125-011-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-125-012-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-126-024-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
30-17-127-018-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-128-007-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-128-015-0000,Sold,DISPOSED,2026-05-27,UNSUPPORTED_NO_RECORD,,D4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
30-17-201-006-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-201-041-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-17-202-024-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
30-17-202-025-0000,Sold,DISPOSED,2022-07-01,CONTRADICTED,,D3,10,wvhk-k5uv 2219210266 2022-04-13 None -> DAVID ROMAN,,2,0
30-17-203-025-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-204-013-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-204-014-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-17-204-015-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-17-204-027-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-204-028-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-204-033-0000,Sold,DISPOSED,2022-09-06,AMBIGUOUS,,D1+NEAR-MISS,1,"wvhk-k5uv 2225518124 2022-07-19 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> J & S CAPITAL INVESTMENTS, LLC",C.C. LAND BANK AUTH. DO NOT USE(NO PINS),3,0
30-17-205-002-0000,Sold,DISPOSED,2025-08-05,SUPPORTED,,D1,1,wvhk-k5uv 2522019020 2025-07-25 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> RONALD CRAIG  WILLIAMS,,1,0
30-17-205-003-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-205-044-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-206-043-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-206-044-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-207-003-0000,Under Contract,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,3,0
30-17-207-004-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-207-027-0000,Sold,DISPOSED,2026-06-22,UNSUPPORTED_NO_RECORD,,D4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,1,0
30-17-207-028-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
30-17-211-001-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-213-007-0000,Listed,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,2,0
30-17-214-030-0000,Sold,DISPOSED,2022-12-30,SUPPORTED,,D1,1,wvhk-k5uv 2300933080 2022-12-01 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> FAROD LEWIS JR.,,3,0
30-17-214-031-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-214-038-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-214-054-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-17-300-054-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,1
30-17-307-007-0000,Sold,DISPOSED,2022-11-15,SUPPORTED,,D1,1,wvhk-k5uv 2232113129 2022-09-23 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> ERIC BRIAN  KING JR.,,3,0
30-17-307-010-0000,Sold,DISPOSED,2022-03-17,SUPPORTED,,D1,1,wvhk-k5uv 2208121223 2022-02-04 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JOSE G.  VILLANUEVA,,3,0
30-17-307-013-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-17-310-008-0000,Listed,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
30-17-311-012-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-17-311-022-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,1
30-17-401-003-0000,Sold,DISPOSED,2022-03-08,SUPPORTED,,D1,1,wvhk-k5uv 2206907599 2022-01-10 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> GALECO RESIDENTIAL CONSTRUCTION COMPANY,,1,0
30-17-402-027-0000,Prospecting - Evidence Captured,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-17-404-013-0000,Sold,DISPOSED,2021-12-09,SUPPORTED,,D1,1,wvhk-k5uv 2201016018 2021-11-18 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> RETRAC INTERNATIONAL LLC,,4,0
30-17-413-020-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-17-415-008-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-18-208-001-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-18-208-029-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
30-18-208-030-0000,Associated Parcel - Pre Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-18-208-031-0000,Associated Parcel - Pre Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
30-18-208-035-0000,Sold,DISPOSED,2022-06-15,CONTRADICTED,,D3,3,wvhk-k5uv 2217317013 2022-05-26 None -> REYNA  BRITO,,1,0
30-18-209-064-0000,Sold,DISPOSED,2022-12-16,SUPPORTED,,D1,1,wvhk-k5uv 2300408018 2022-11-17 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> E & G REMODELING LLC,,1,0
30-18-219-020-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-18-219-021-0000,Associated Parcel - Pre Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
30-20-102-012-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
30-20-102-054-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
30-29-113-056-0000,Sold,DISPOSED,2017-06-01,SUPPORTED,,D1,1,wvhk-k5uv 1717045051 2017-06-16 SOUTH SUBURBAN LAND BANK -> WHITE PINES CAPITAL PARTN,,1,0
30-29-207-044-0000,Sold,DISPOSED,2026-02-12,SUPPORTED,,D1,1,wvhk-k5uv 2605510004 2026-02-02 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JOSE H.  ZAMUDIO,,1,0
30-30-206-050-0000,Sold,DISPOSED,2018-08-23,SUPPORTED,,D1,1,wvhk-k5uv 1824017019 2018-08-23 SOUTH SUBURBAN LAND BANK -> BERTHA BAUTISTA,,1,0
30-30-213-006-0000,Sold,DISPOSED,2016-10-01,SUPPORTED,,D1,1,wvhk-k5uv 1630029043 2016-10-10 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> VIAMONTE REALTY LLC,,0,0
30-30-222-036-0000,Sold,DISPOSED,2018-02-12,SUPPORTED,,D1,1,"wvhk-k5uv 1804722066 2018-01-08 SOUTH SUBURBAN LAND BANK -> OCAMPO INVESTMENTS GROUP,",,1,0
30-31-206-023-0000,Sold,DISPOSED,2017-11-01,SUPPORTED,,D1,1,wvhk-k5uv 1730615150 2017-11-01 SOUTH SUBURBAN LAND BANK -> MICHAEL VILLAGOMEZ,,4,0
30-31-210-031-0000,Sold,DISPOSED,2017-01-01,UNSUPPORTED_NO_RECORD,,D4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,3,0
30-32-117-014-0000,Sold,DISPOSED,2017-12-01,SUPPORTED,,D1,1,wvhk-k5uv 1733806041 2017-12-01 SOUTH SUBURBAN LAND BANK -> ANDRES BELTRAN FLORES,,3,0
31-01-112-004-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-02-100-006-0000,Sold,DISPOSED,2017-01-01,SUPPORTED,,D1,1,wvhk-k5uv 1730445065 2017-10-11 SOUTH SUBURBAN LAND BANK -> VILLAGE OF HAZEL CREST,,4,0
31-02-201-012-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-03-102-021-0000,Prospecting - Evidence Captured,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-03-305-026-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-03-306-019-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
31-04-400-025-0000,Prospecting - Evidence Captured,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-04-415-001-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-13-106-023-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-13-106-024-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-13-106-025-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-13-106-026-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-13-106-027-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-14-101-005-0000,Sold,DISPOSED,2022-10-13,SUPPORTED,,D1,1,wvhk-k5uv 2230057028 2022-10-10 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> VILLAGE OF OLYMPIA FIELDS,,2,0
31-14-407-006-0000,Secured Inventory - Active,HELD,,AMBIGUOUS,,H5,1,3723-97qp 311440700600002021 2021 owner=ANNE SMART mail=SO SUBURBAN LAND BANK,,3,0
31-14-409-007-0000,Secured Inventory - Active,HELD,,SUPPORTED,,H2,1,wvhk-k5uv 1817313036 2018-06-01 THOMAS R. SUMNER -> SOUTH SUBURBAN LAND BANK,,0,0
31-14-409-008-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-15-306-023-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
31-17-315-004-0000,To Be Secured,CLAIM_UNCLEAR,,NOT_CHECKABLE,status-semantics-unresolved,,0,,,0,0
31-19-405-018-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-20-207-016-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-22-204-051-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-22-400-008-0000,Sold,DISPOSED,2017-03-01,SUPPORTED,,D1,1,wvhk-k5uv 1706610083 2017-03-02 SOUTH SUBURBAN LAND BANK -> ARJUN ANIKA CORPORATION,,1,0
31-22-400-025-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-22-400-026-0000,Sold,DISPOSED,2025-02-21,SUPPORTED,,D1,1,wvhk-k5uv 2509323032 2025-02-19 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> MIRACLE COMPREHENSIVE SERVICES INC.,,1,0
31-23-105-016-0000,Under Contract,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-23-307-009-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-23-307-018-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-23-307-019-0000,Under Contract,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,1,0
31-23-308-015-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-23-308-020-0000,Secured Inventory - Banked,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,1,0
31-23-308-021-0000,To Be Secured,CLAIM_UNCLEAR,,NOT_CHECKABLE,status-semantics-unresolved,,0,,,1,0
31-23-309-014-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-23-408-001-0000,Deed Recorded,CLAIM_UNCLEAR,,NOT_CHECKABLE,status-semantics-unresolved,,0,,,1,0
31-23-433-005-0000,Sold,DISPOSED,2022-06-07,SUPPORTED,,D1,1,wvhk-k5uv 2215917115 2022-04-26 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> FREIGHT PUSHERS LLC,,1,0
31-24-318-004-0000,Sold,DISPOSED,2024-02-28,SUPPORTED,,D1,1,"wvhk-k5uv 2406618057 2024-01-18 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> DUNN REAL ESTATE INVESTMENTS, LLC",,1,0
31-24-323-018-0000,Sold,DISPOSED,2021-12-08,SUPPORTED,,D1,1,wvhk-k5uv 2200645020 2021-11-29 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> MUSTAFA REAL ESTATE LLC,,1,0
31-24-403-020-0000,Sold,DISPOSED,2019-11-14,SUPPORTED,,D1,1,wvhk-k5uv 1931841108 2019-10-01 SOUTH SUBURBAN LAND BANK -> VILLAGE OF OLYMPIA FIELDS,,2,0
31-24-427-003-0000,Sold,DISPOSED,2017-02-01,SUPPORTED,,D1,1,wvhk-k5uv 1705810089 2017-02-23 SOUTH SUBURBAN LAND BANK -> B.T.L. EMPIRE LLC,,0,0
31-24-428-002-0000,Sold,DISPOSED,2022-05-13,SUPPORTED,,D1,1,wvhk-k5uv 2213810010 2022-04-26 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> MARIA G. ARELLANO,,1,0
31-24-435-004-0000,Sold,DISPOSED,2022-05-06,SUPPORTED,,D1,1,"wvhk-k5uv 2213107070 2022-04-22 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> ACCOUNTABLE HOME BUYERS, INC.",,1,0
31-24-437-031-0000,Sold,DISPOSED,2024-01-09,SUPPORTED,,D1,1,wvhk-k5uv 2401633146 2023-12-21 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JOELEE  BLOCKSON,,0,0
31-24-441-029-0000,Sold,DISPOSED,2020-08-21,SUPPORTED,,D1,1,wvhk-k5uv 2024134032 2020-08-21 SOUTH SUBURBAN LAND BANK -> PRESTIGE HOUSING SOLUTION,,0,0
31-24-441-046-0000,Sold,DISPOSED,2024-03-21,SUPPORTED,,D1,1,wvhk-k5uv 2409230108 2024-02-29 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> ACCOUNTABLE HOME BUYERS INC,,0,0
31-25-105-014-0000,Sold,DISPOSED,2019-09-03,SUPPORTED,,D1,1,wvhk-k5uv 1924913012 2019-08-21 SOUTH SUBURBAN LAND BANK -> RETRAC INTERNATIONAL LLC,,1,0
31-25-203-010-0000,Sold,DISPOSED,2022-05-06,SUPPORTED,,D1,1,wvhk-k5uv 2213133125 2022-04-13 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> SABA HAQQI,,4,1
31-25-205-013-0000,Sold,DISPOSED,2023-12-20,SUPPORTED,,D1,1,wvhk-k5uv 2400428022 2023-12-01 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS LLC,,4,1
31-25-305-036-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
31-26-101-010-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-26-107-003-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-26-107-004-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
31-26-117-020-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-26-119-002-0000,Secured Inventory - Banked,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,3,0
31-26-208-011-0000,Sold,DISPOSED,2024-06-03,SUPPORTED,,D1,1,wvhk-k5uv 2415724245 2024-05-16 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> DENNIS BURRIS,,0,0
31-26-300-061-0000,Sold,DISPOSED,2024-11-19,CONTRADICTED,,D3,13,wvhk-k5uv 2433824102 2024-11-12 None -> None,,1,0
